as_of,fund_name,cusip,ticker,record_date,ex_dividend_date,payable_date,income_dividends,short_term_capital_gain,total_capital_gain_distribution
2025-12-31,Invesco Growth and Income Fund Class R,00142J313,ACGLX,12/10/2025,12/11/2025,12/11/2025,0.054,0.1264,1.4993
2025-12-31,Invesco Growth and Income Fund Class Y,00142J339,ACGMX,12/10/2025,12/11/2025,12/11/2025,0.0839,0.1264,1.4993
2025-12-31,Invesco Growth and Income Fund Class R5,00142J321,ACGQX,12/10/2025,12/11/2025,12/11/2025,0.0859,0.1264,1.4993
2025-12-31,Invesco Government Money Market Fund Class C,00142C789,ACNXX,,12/31/2025,12/31/2025,0.00238268,,
2025-12-31,Invesco Core Plus Bond Fund,00141A529,ACPSX,,12/31/2025,12/31/2025,0.0341,,
2025-12-31,Invesco Comstock Fund Class Y,00143M661,ACSDX,12/10/2025,12/11/2025,12/11/2025,0.1701,0.1623,2.039
2025-12-31,Invesco Comstock Fund Class R5,00143M653,ACSHX,12/10/2025,12/11/2025,12/11/2025,0.1731,0.1623,2.039
2025-12-31,Invesco Comstock Fund Class R,00143M679,ACSRX,12/10/2025,12/11/2025,12/11/2025,0.1293,0.1623,2.039
2025-12-31,Invesco Comstock Fund,00143M711,ACSTX,12/10/2025,12/11/2025,12/11/2025,0.1497,0.1623,2.039
2025-12-31,Invesco Comstock Fund Class C,00143M687,ACSYX,12/10/2025,12/11/2025,12/11/2025,0.0886,0.1623,2.039
2025-12-31,Invesco High Yield Municipal Fund Class Y,001419654,ACTDX,,12/31/2025,12/31/2025,0.00132054,,
2025-12-31,Invesco High Yield Municipal Fund Class C,001419662,ACTFX,,12/31/2025,12/31/2025,0.0010891,,
2025-12-31,Invesco High Yield Municipal Fund,001419688,ACTHX,,12/31/2025,12/31/2025,0.00125928,,
2025-12-31,Invesco High Yield Municipal Fund Class R5,001419464,ACTNX,,12/31/2025,12/31/2025,0.00132735,,
2025-12-31,Invesco High Yield Municipal Fund Class R6,001419423,ACTSX,,12/31/2025,12/31/2025,0.00132735,,
2025-12-31,Invesco Government Money Market Fund Class CX,001421205,ACXXX,,12/31/2025,12/31/2025,0.00225588,,
2025-12-31,Invesco Government Money Market Fund Class AX,001421106,ACZXX,,12/31/2025,12/31/2025,0.00289226,,
2025-12-31,Invesco Government Money Market Fund,001422856,ADAXX,,12/31/2025,12/31/2025,0.0028498,,
2025-12-31,Invesco International Value Fund,008882854,AEDAX,12/17/2025,12/18/2025,12/18/2025,0.7522,0.0707,4.7912
2025-12-31,Invesco International Value Fund Class C,008882839,AEDCX,12/17/2025,12/18/2025,12/18/2025,0.4572,0.0707,4.7912
2025-12-31,Invesco International Value Fund Class R,008882763,AEDRX,12/17/2025,12/18/2025,12/18/2025,0.6604,0.0707,4.7912
2025-12-31,Invesco International Value Fund Class Y,008882573,AEDYX,12/17/2025,12/18/2025,12/18/2025,0.8361,0.0707,4.7912
2025-12-31,Invesco International Value Fund Class R6,00889A822,AEGSX,12/17/2025,12/18/2025,12/18/2025,0.9397,0.0707,4.7912
2025-12-31,Invesco Floating Rate ESG Fund,00141A867,AFRAX,,12/31/2025,12/31/2025,0.0412,,
2025-12-31,Invesco Floating Rate ESG Fund Class C,00141A842,AFRCX,,12/31/2025,12/31/2025,0.0383,,
2025-12-31,Invesco Floating Rate ESG Fund Class R6,00141A420,AFRFX,,12/31/2025,12/31/2025,0.0429,,
2025-12-31,Invesco Floating Rate ESG Fund Class R5,00141A826,AFRIX,,12/31/2025,12/31/2025,0.0427,,
2025-12-31,Invesco Floating Rate ESG Fund Class R,00141A834,AFRRX,,12/31/2025,12/31/2025,0.0399,,
2025-12-31,Invesco Floating Rate ESG Fund Class Y,00141A586,AFRYX,,12/31/2025,12/31/2025,0.0425,,
2025-12-31,Invesco Government & Agency Portfolio Corporate,825252539,AGCXX,,12/31/2025,12/31/2025,0.00313564,,
2025-12-31,Invesco Income Fund Investor Class,00142C615,AGIVX,,12/31/2025,12/31/2025,0.0296,,
2025-12-31,Invesco Government & Agency Portfolio Premier,825252372,AGIXX,,12/31/2025,12/31/2025,0.00319289,,
2025-12-31,Invesco Government & Agency Portfolio Cash Management,825252802,AGMXX,,12/31/2025,12/31/2025,0.00309317,,
2025-12-31,Invesco Income Fund Class R5,00142C375,AGOIX,,12/31/2025,12/31/2025,0.0309,,
2025-12-31,Invesco Income Fund,00142C847,AGOVX,,12/31/2025,12/31/2025,0.0291,,
2025-12-31,Invesco Government & Agency Portfolio Resource,825252869,AGOXX,,12/31/2025,12/31/2025,0.00302527,,
2025-12-31,Invesco Government & Agency Portfolio Institutional,825252885,AGPXX,,12/31/2025,12/31/2025,0.00316113,,
2025-12-31,Invesco Global Real Estate Fund,00142C367,AGREX,12/10/2025,12/11/2025,12/11/2025,0.0538,,
2025-12-31,Invesco Government & Agency Portfolio Personal,825252844,AGSXX,,12/31/2025,12/31/2025,0.00269411,,
2025-12-31,Invesco Income Fund Class C,00142C821,AGVCX,,12/31/2025,12/31/2025,0.0247,,
2025-12-31,Invesco Income Fund Class R,00142C698,AGVRX,,12/31/2025,12/31/2025,0.0276,,
2025-12-31,Invesco Income Fund Class R6,001421445,AGVSX,,12/31/2025,12/31/2025,0.0314,,
2025-12-31,Invesco Government & Agency Portfolio Reserve,825252851,AGVXX,,12/31/2025,12/31/2025,0.00242241,,
2025-12-31,Invesco Income Fund Class Y,00142C128,AGVYX,,12/31/2025,12/31/2025,0.0306,,
2025-12-31,Invesco High Yield Fund Class Y,00142C193,AHHYX,,12/31/2025,12/31/2025,0.0201,,
2025-12-31,Invesco High Yield Fund Class R5,00142C482,AHIYX,,12/31/2025,12/31/2025,0.0201,,
2025-12-31,Invesco High Yield Fund Class C,00142C888,AHYCX,,12/31/2025,12/31/2025,0.0171,,
2025-12-31,Invesco EQV International Equity Fund Class C,008882789,AIECX,12/10/2025,12/11/2025,12/11/2025,0.2923,0.1385,3.1448
2025-12-31,Invesco EQV International Equity Fund Class R,008882755,AIERX,12/10/2025,12/11/2025,12/11/2025,0.4033,0.1385,3.1448
2025-12-31,Invesco EQV International Equity Fund Class R5,008882771,AIEVX,12/10/2025,12/11/2025,12/11/2025,0.5443,0.1385,3.1448
2025-12-31,Invesco EQV International Equity Fund,008882102,AIIEX,12/10/2025,12/11/2025,12/11/2025,0.461,0.1385,3.1448
2025-12-31,Invesco EQV International Equity Fund Class Y,008882532,AIIYX,12/10/2025,12/11/2025,12/11/2025,0.5219,0.1385,3.1448
2025-12-31,Invesco Government Money Market Fund Cash Reserve,00142C771,AIMXX,,12/31/2025,12/31/2025,0.00289227,,
2025-12-31,Invesco Government Money Market Fund Class R,00142C680,AIRXX,,12/31/2025,12/31/2025,0.00267995,,
2025-12-31,Invesco Limited Term Municipal Income Fund Class A2,001419407,AITFX,,12/31/2025,12/31/2025,0.00018502,,
2025-12-31,Invesco Government Money Market Fund Class Y,00142C169,AIYXX,,12/31/2025,12/31/2025,0.00301966,,
2025-12-31,Invesco Income Allocation Fund,00141M242,ALAAX,12/17/2025,12/18/2025,12/18/2025,0.0396,,
2025-12-31,Invesco Income Allocation Fund Class Y,00888U597,ALAYX,12/17/2025,12/18/2025,12/18/2025,0.042,,
2025-12-31,Invesco Balanced-Risk Allocation Fund Class R6,00142R539,ALLFX,12/17/2025,12/18/2025,12/18/2025,0.309,,
2025-12-31,Invesco Short Duration Inflation Protected Fund Class R5,00142C201,ALMIX,12/10/2025,12/11/2025,12/11/2025,0.1729,,
2025-12-31,Invesco High Yield Fund,00142C706,AMHYX,,12/31/2025,12/31/2025,0.0193,,
2025-12-31,Invesco Global Real Estate Fund Class Y,00142C219,ARGYX,12/10/2025,12/11/2025,12/11/2025,0.0596,,
2025-12-31,Invesco Asia Pacific Equity Fund,008882888,ASIAX,12/17/2025,12/18/2025,12/18/2025,0.2291,1.0112,4.732
2025-12-31,Invesco Asia Pacific Equity Fund Class C,008882862,ASICX,12/17/2025,12/18/2025,12/18/2025,0.0432,1.0112,4.732
2025-12-31,Invesco Asia Pacific Equity Fund Class R6,00889A848,ASISX,12/17/2025,12/18/2025,12/18/2025,0.3553,1.0112,4.732
2025-12-31,Invesco Asia Pacific Equity Fund Class Y,008882581,ASIYX,12/17/2025,12/18/2025,12/18/2025,0.3033,1.0112,4.732
2025-12-31,Invesco Summit Fund,001413160,ASMMX,12/17/2025,12/18/2025,12/18/2025,,,4.2486
2025-12-31,Invesco Summit Fund Class Y,00141B709,ASMYX,12/17/2025,12/18/2025,12/18/2025,,,4.2486
2025-12-31,Invesco Asia Pacific Equity Fund Class R,008882342,ASQRX,12/17/2025,12/18/2025,12/18/2025,0.1664,1.0112,4.732
2025-12-31,Invesco Global Real Estate Income Fund,00141A628,ASRAX,12/10/2025,12/11/2025,12/11/2025,0.0538,,
2025-12-31,Invesco Global Real Estate Income Fund Class C,00141A644,ASRCX,12/10/2025,12/11/2025,12/11/2025,0.038,,
2025-12-31,Invesco Global Real Estate Income Fund Class R6,00141A412,ASRFX,12/10/2025,12/11/2025,12/11/2025,0.063,,
2025-12-31,Invesco Global Real Estate Income Fund Class R5,00141A610,ASRIX,12/10/2025,12/11/2025,12/11/2025,0.0614,,
2025-12-31,Invesco Global Real Estate Income Fund Class Y,00141A545,ASRYX,12/10/2025,12/11/2025,12/11/2025,0.0589,,
2025-12-31,Invesco Limited Term Municipal Income Fund,001419803,ATFAX,,12/31/2025,12/31/2025,0.0001722,,
2025-12-31,Invesco Limited Term Municipal Income Fund Class C,001419449,ATFCX,,12/31/2025,12/31/2025,0.00013375,,
2025-12-31,Invesco Limited Term Municipal Income Fund Class R5,001419878,ATFIX,,12/31/2025,12/31/2025,0.0001839,,
2025-12-31,Invesco Limited Term Municipal Income Fund Class R6,001419373,ATFSX,,12/31/2025,12/31/2025,0.00018836,,
2025-12-31,Invesco Limited Term Municipal Income Fund Class Y,001419837,ATFYX,,12/31/2025,12/31/2025,0.00018502,,
2025-12-31,Invesco Global Core Equity Fund,00141L103,AWSAX,12/17/2025,12/18/2025,12/18/2025,0.1252,0.2111,1.174
2025-12-31,Invesco Global Core Equity Fund Class C,00141L301,AWSCX,12/17/2025,12/18/2025,12/18/2025,0.1252,0.2111,1.174
2025-12-31,Invesco Global Core Equity Fund Class R5,00141L848,AWSIX,12/17/2025,12/18/2025,12/18/2025,0.1252,0.2111,1.174
2025-12-31,Invesco Global Core Equity Fund Class R,00141L749,AWSRX,12/17/2025,12/18/2025,12/18/2025,0.1252,0.2111,1.174
2025-12-31,Invesco Global Core Equity Fund Class R6,00141L657,AWSSX,12/17/2025,12/18/2025,12/18/2025,0.1252,0.2111,1.174
2025-12-31,Invesco Global Core Equity Fund Class Y,00141L798,AWSYX,12/17/2025,12/18/2025,12/18/2025,0.1252,0.2111,1.174
2025-12-31,Invesco Balanced-Risk Commodity Strategy Fund,00888Y102,BRCAX,12/17/2025,12/18/2025,12/18/2025,0.651,,0.267
2025-12-31,Invesco Balanced-Risk Commodity Strategy Fund Class C,00888Y300,BRCCX,12/17/2025,12/18/2025,12/18/2025,0.6007,,0.267
2025-12-31,Invesco Balanced-Risk Commodity Strategy Fund Class R5,00888Y607,BRCNX,12/17/2025,12/18/2025,12/18/2025,0.67,,0.267
2025-12-31,Invesco Balanced-Risk Commodity Strategy Fund Class R,00888Y409,BRCRX,12/17/2025,12/18/2025,12/18/2025,0.6343,,0.267
2025-12-31,Invesco Balanced-Risk Commodity Strategy Fund Class Y,00888Y508,BRCYX,12/17/2025,12/18/2025,12/18/2025,0.6695,,0.267
2025-12-31,Invesco Select Risk: Moderately Conservative Investor Fund,00141M317,CAAMX,12/17/2025,12/18/2025,12/18/2025,0.086,,
2025-12-31,Invesco Select Risk: Moderately Conservative Investor Fund Class Y,00888U472,CAAYX,12/17/2025,12/18/2025,12/18/2025,0.0931,,
2025-12-31,Invesco Select Risk: Moderately Conservative Investor Fund Class C,00141M283,CACMX,12/17/2025,12/18/2025,12/18/2025,0.0634,,
2025-12-31,Invesco Comstock Select Fund Class C,00143N610,CGRCX,12/10/2025,12/11/2025,12/11/2025,0.0644,0.9611,2.9095
2025-12-31,Invesco Global Real Estate Fund Class C,00142C342,CGREX,12/10/2025,12/11/2025,12/11/2025,0.0364,,
2025-12-31,Invesco Comstock Select Fund Class R,00143N586,CGRNX,12/10/2025,12/11/2025,12/11/2025,0.1107,0.9611,2.9095
2025-12-31,Invesco Comstock Select Fund,00143N628,CGRWX,12/10/2025,12/11/2025,12/11/2025,0.1385,0.9611,2.9095
2025-12-31,Invesco Comstock Select Fund Class Y,00143N594,CGRYX,12/10/2025,12/11/2025,12/11/2025,0.1671,0.9611,2.9095
2025-12-31,Invesco Charter Fund Class R6,00141B857,CHFTX,12/17/2025,12/18/2025,12/18/2025,0.1225,0.0505,1.4407
2025-12-31,Invesco Charter Fund Class R,001413442,CHRRX,12/17/2025,12/18/2025,12/18/2025,,0.0505,1.4407
2025-12-31,Invesco Charter Fund Class S,00141B865,CHRSX,12/17/2025,12/18/2025,12/18/2025,0.0725,0.0505,1.4407
2025-12-31,Invesco Charter Fund Class C,001413814,CHTCX,12/17/2025,12/18/2025,12/18/2025,,0.0505,1.4407
2025-12-31,Invesco Charter Fund,001413103,CHTRX,12/17/2025,12/18/2025,12/18/2025,0.0508,0.0505,1.4407
2025-12-31,Invesco Charter Fund Class R5,001413400,CHTVX,12/17/2025,12/18/2025,12/18/2025,0.1073,0.0505,1.4407
2025-12-31,Invesco Charter Fund Class Y,00141B303,CHTYX,12/17/2025,12/18/2025,12/18/2025,0.1051,0.0505,1.4407
2025-12-31,Invesco Income Allocation Fund Class C,00141M226,CLIAX,12/17/2025,12/18/2025,12/18/2025,0.0326,,
2025-12-31,Invesco Select Risk: Moderately Conservative Investor Fund Class R5,00141M267,CMAIX,12/17/2025,12/18/2025,12/18/2025,0.0934,,
2025-12-31,Invesco Select Risk: Moderately Conservative Investor Fund Class R,00141M275,CMARX,12/17/2025,12/18/2025,12/18/2025,0.0784,,
2025-12-31,Invesco Select Risk: Moderately Conservative Investor Fund Class S,00888U241,CMASX,12/17/2025,12/18/2025,12/18/2025,0.089,,
2025-12-31,Invesco Convertible Securities Fund,00888W403,CNSAX,12/10/2025,12/11/2025,12/11/2025,0.134,1.1553,1.0891
2025-12-31,Invesco Convertible Securities Fund Class C,00888W601,CNSCX,12/10/2025,12/11/2025,12/11/2025,0.082,1.1553,1.0891
2025-12-31,Invesco Convertible Securities Fund Class Y,00888W700,CNSDX,12/10/2025,12/11/2025,12/11/2025,0.1514,1.1553,1.0891
2025-12-31,Invesco Convertible Securities Fund Class R6,00888W494,CNSFX,12/10/2025,12/11/2025,12/11/2025,0.1567,1.1553,1.0891
2025-12-31,Invesco Convertible Securities Fund Class R5,00888U258,CNSIX,12/10/2025,12/11/2025,12/11/2025,0.1566,1.1553,1.0891
2025-12-31,Invesco Select Risk: Moderately Conservative Investor Fund Class R6,00888W262,CNSSX,12/17/2025,12/18/2025,12/18/2025,0.0958,,
2025-12-31,Invesco Core Plus Bond Fund Class R6,00141A438,CPBFX,,12/31/2025,12/31/2025,0.0365,,
2025-12-31,Invesco Core Plus Bond Fund Class R,00141A487,CPBRX,,12/31/2025,12/31/2025,0.0321,,
2025-12-31,Invesco Core Plus Bond Fund Class Y,00141A479,CPBYX,,12/31/2025,12/31/2025,0.0361,,
2025-12-31,Invesco Core Plus Bond Fund Class C,00141A495,CPCFX,,12/31/2025,12/31/2025,0.0283,,
2025-12-31,Invesco Core Plus Bond Fund Class R5,00141A461,CPIIX,,12/31/2025,12/31/2025,0.0361,,
2025-12-31,Invesco Discovery Large Cap Fund Class R5,00141G674,CPTUX,12/17/2025,12/18/2025,12/18/2025,,,9.2858
2025-12-31,Invesco Summit Fund Class C,001413145,CSMMX,12/17/2025,12/18/2025,12/18/2025,,,4.2486
2025-12-31,Invesco Government & Agency Portfolio CAVU Securities,825252414,CVGXX,,12/31/2025,12/31/2025,0.00316113,,
2025-12-31,Invesco Treasury Portfolio CAVU Securities,825252380,CVTXX,,12/31/2025,12/31/2025,0.00313171,,
2025-12-31,Invesco Diversified Dividend Fund Class R5,001413178,DDFIX,12/10/2025,12/11/2025,12/11/2025,0.0764,,2.0433
2025-12-31,Invesco Diversified Dividend Fund Class R,001413186,DDFRX,12/10/2025,12/11/2025,12/11/2025,0.0498,,2.0433
2025-12-31,Invesco Discovery Fund Class R5,00141G617,DIGGX,12/17/2025,12/18/2025,12/18/2025,,,13.2655
2025-12-31,Invesco Discovery Mid Cap Growth Fund Class R5,00143W792,DMCFX,12/10/2025,12/11/2025,12/11/2025,,,2.4459
2025-12-31,Invesco Developing Markets Fund Class R5,00143W867,DVMFX,12/10/2025,12/11/2025,12/11/2025,0.3812,,14.3927
2025-12-31,Invesco International Value Fund Investor Class,008882748,EGINX,12/17/2025,12/18/2025,12/18/2025,0.7851,0.0707,4.7912
2025-12-31,Invesco Emerging Markets Local Debt Fund Class R5,00143K830,EMLDX,,12/31/2025,12/31/2025,0.0367,,
2025-12-31,Invesco Multi-Strategy Fund Class R5,00143W669,FDATX,12/17/2025,12/18/2025,12/18/2025,,,0.1827
2025-12-31,Invesco Global Real Estate Fund Class R6,001421619,FGREX,12/10/2025,12/11/2025,12/11/2025,0.0635,,
2025-12-31,Invesco Dividend Income Fund Class R5,00142F493,FSIUX,12/10/2025,12/11/2025,12/11/2025,0.0372,0.2023,2.6192
2025-12-31,Invesco Energy Fund Investor Class,00142F105,FSTEX,12/17/2025,12/18/2025,12/18/2025,0.6933,,
2025-12-31,Invesco Dividend Income Fund Investor Class,00142F543,FSTUX,12/10/2025,12/11/2025,12/11/2025,0.0313,0.2023,2.6192
2025-12-31,Invesco Technology Fund Investor Class,00142F659,FTCHX,12/17/2025,12/18/2025,12/18/2025,,3.4939,11.9748
2025-12-31,Invesco Technology Fund Class R5,00142F667,FTPIX,12/17/2025,12/18/2025,12/18/2025,,3.4939,11.9748
2025-12-31,Invesco Technology Fund Class R6,00143N859,FTPSX,12/17/2025,12/18/2025,12/18/2025,,3.4939,11.9748
2025-12-31,Invesco Premier U.S. Government Money Portfolio Investor Class,00142W504,FUGXX,,12/31/2025,12/31/2025,0.00314452,,
2025-12-31,Invesco Global Fund Class R5,00900W605,GFDDX,12/10/2025,12/11/2025,12/11/2025,0.2681,,21.4474
2025-12-31,Invesco Global Focus Fund Class R5,00900W852,GFFDX,12/17/2025,12/18/2025,12/18/2025,,,10.1421
2025-12-31,Invesco Health Care Fund,00141T106,GGHCX,12/17/2025,12/18/2025,12/18/2025,,,2.2025
2025-12-31,Invesco Health Care Fund Class R6,00142R265,GGHSX,12/17/2025,12/18/2025,12/18/2025,,,2.2025
2025-12-31,Invesco Health Care Fund Class Y,00141V820,GGHYX,12/17/2025,12/18/2025,12/18/2025,,,2.2025
2025-12-31,Invesco Growth and Income Fund Class R6,00142J115,GIFFX,12/10/2025,12/11/2025,12/11/2025,0.0901,0.1264,1.4993
2025-12-31,Invesco Global Allocation Fund Class R5,00143W594,GLALX,12/17/2025,12/18/2025,12/18/2025,0.2555,,1.2122
2025-12-31,Invesco Global Strategic Income Fund Class R5,00143K764,GLSSX,,12/31/2025,12/31/2025,0.0161,,
2025-12-31,Invesco Global Focus Fund,00900W704,GLVAX,12/17/2025,12/18/2025,12/18/2025,,,10.1421
2025-12-31,Invesco Global Focus Fund Class C,00900W803,GLVCX,12/17/2025,12/18/2025,12/18/2025,,,10.1421
2025-12-31,Invesco Global Focus Fund Class R6,00900W886,GLVIX,12/17/2025,12/18/2025,12/18/2025,,,10.1421
2025-12-31,Invesco Global Focus Fund Class R,00900W878,GLVNX,12/17/2025,12/18/2025,12/18/2025,,,10.1421
2025-12-31,Invesco Global Focus Fund Class Y,00900W860,GLVYX,12/17/2025,12/18/2025,12/18/2025,,,10.1421
2025-12-31,Invesco Advantage International Fund Class R5,00900W787,GMAGX,12/17/2025,12/18/2025,12/18/2025,0.3388,0.107,
2025-12-31,Invesco U.S. Government Money Portfolio Class C,001422104,GMCXX,,12/31/2025,12/31/2025,0.00195317,,
2025-12-31,Invesco U.S. Government Money Portfolio Class R,001422302,GMLXX,,12/31/2025,12/31/2025,0.00237784,,
2025-12-31,Invesco U.S. Government Money Portfolio Cash Reserve,001422864,GMQXX,,12/31/2025,12/31/2025,0.00267507,,
2025-12-31,Invesco U.S. Government Money Portfolio Class R6,001422401,GMRXX,,12/31/2025,12/31/2025,0.00288741,,
2025-12-31,Invesco Global Opportunities Fund Class R5,00900W720,GOFFX,12/17/2025,12/18/2025,12/18/2025,0.2413,,
2025-12-31,Invesco Government & Agency Portfolio Private,825252877,GPVXX,,12/31/2025,12/31/2025,0.00290635,,
2025-12-31,Invesco Emerging Markets ex-China Fund Class C,00141T544,GTDCX,12/10/2025,12/11/2025,12/11/2025,1.2002,0.279,5.6108
2025-12-31,Invesco Emerging Markets ex-China Fund,00141T577,GTDDX,12/10/2025,12/11/2025,12/11/2025,1.4979,0.279,5.6108
2025-12-31,Invesco Emerging Markets ex-China Fund Class R6,00142R521,GTDFX,12/10/2025,12/11/2025,12/11/2025,1.6576,0.279,5.6108
2025-12-31,Invesco Emerging Markets ex-China Fund Class R5,00141T163,GTDIX,12/10/2025,12/11/2025,12/11/2025,1.6259,0.279,5.6108
2025-12-31,Invesco Emerging Markets ex-China Fund Class Y,00141V838,GTDYX,12/10/2025,12/11/2025,12/11/2025,1.5914,0.279,5.6108
2025-12-31,Invesco Health Care Fund Class C,00141T478,GTHCX,12/17/2025,12/18/2025,12/18/2025,,,2.2025
2025-12-31,Invesco Health Care Fund Investor Class,00141T171,GTHIX,12/17/2025,12/18/2025,12/18/2025,,,2.2025
2025-12-31,Invesco Health Care Fund Class R,00143W438,GTHRX,12/17/2025,12/18/2025,12/18/2025,,,2.2025
2025-12-31,Invesco High Yield Fund Class R6,001421593,HYIFX,,12/31/2025,12/31/2025,0.0203,,
2025-12-31,Invesco High Yield Fund Investor Class,00142C631,HYINX,,12/31/2025,12/31/2025,0.0193,,
2025-12-31,Invesco Real Estate Fund,00142C565,IARAX,12/10/2025,12/11/2025,12/11/2025,0.03937185,,0.6663
2025-12-31,Invesco Real Estate Fund Class C,00142C540,IARCX,12/10/2025,12/11/2025,12/11/2025,0.0084086,,0.6663
2025-12-31,Invesco Real Estate Fund Class R6,001421585,IARFX,12/10/2025,12/11/2025,12/11/2025,0.05804656,,0.6663
2025-12-31,Invesco Real Estate Fund Class R5,00142C466,IARIX,12/10/2025,12/11/2025,12/11/2025,0.05359559,,0.6663
2025-12-31,Invesco Real Estate Fund Class R,00142C458,IARRX,12/10/2025,12/11/2025,12/11/2025,0.02921203,,0.6663
2025-12-31,Invesco Real Estate Fund Class Y,00142C144,IARYX,12/10/2025,12/11/2025,12/11/2025,0.04953166,,0.6663
2025-12-31,Invesco Dividend Income Fund,00142F535,IAUTX,12/10/2025,12/11/2025,12/11/2025,0.0311,0.2023,2.6192
2025-12-31,Invesco Dividend Income Fund Class Y,00142F410,IAUYX,12/10/2025,12/11/2025,12/11/2025,0.0374,0.2023,2.6192
2025-12-31,Invesco Balanced-Risk Commodity Strategy Fund Class R6,00888Y847,IBRFX,12/17/2025,12/18/2025,12/18/2025,0.67,,0.267
2025-12-31,Invesco Corporate Bond Fund Class R6,001421569,ICBFX,,12/31/2025,12/31/2025,0.0281,,
2025-12-31,Invesco Conservative Income Fund Institutional,46134M103,ICIFX,,12/31/2025,12/31/2025,0.0376,,
2025-12-31,Invesco Conservative Income Fund Class R6,46134M400,ICIRX,,12/31/2025,12/31/2025,0.0374,,
2025-12-31,Invesco Conservative Income Fund,46134M202,ICIVX,,12/31/2025,12/31/2025,0.0366,,
2025-12-31,Invesco Conservative Income Fund Class Y,46134M301,ICIYX,,12/31/2025,12/31/2025,0.0374,,
2025-12-31,Invesco Comstock Fund Class R6,00143M331,ICSFX,12/10/2025,12/11/2025,12/11/2025,0.1787,0.1623,2.039
2025-12-31,Invesco Energy Fund Class C,00142F402,IEFCX,12/17/2025,12/18/2025,12/18/2025,0.4332,,
2025-12-31,Invesco Equity and Income Fund Class R6,00142J123,IEIFX,12/10/2025,12/11/2025,12/11/2025,0.0591,0.0379,0.5204
2025-12-31,Invesco Energy Fund,00142F204,IENAX,12/17/2025,12/18/2025,12/18/2025,0.6933,,
